,Skill Moves,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
4852,2.0,8,73.0,163,61.0,36.0,68.0,65.0,43.0,57.0,44.0,40.0,63.0,62.0,73.0,70.0,61.0,63.0,63.0,42.0,75.0,70.0,75.0,39.0,65.0,65.0,33.0,33.0,48.0,68.0,72.0,71.0,70.0
4853,2.0,8,74.0,183,47.0,23.0,63.0,57.0,30.0,47.0,35.0,30.0,46.0,58.0,52.0,49.0,59.0,64.0,47.0,45.0,69.0,64.0,84.0,23.0,73.0,61.0,38.0,36.0,45.0,60.0,68.0,75.0,72.0
4854,1.0,4,72.0,170,11.0,8.0,9.0,20.0,8.0,9.0,9.0,23.0,18.0,17.0,33.0,42.0,39.0,66.0,37.0,23.0,77.0,33.0,59.0,9.0,39.0,13.0,13.0,62.0,24.0,56.0,27.0,8.0,9.0
4855,3.0,19,70.0,154,64.0,56.0,73.0,69.0,53.0,66.0,59.0,52.0,65.0,70.0,74.0,74.0,72.0,69.0,74.0,65.0,86.0,82.0,69.0,54.0,70.0,63.0,68.0,65.0,43.0,68.0,64.0,70.0,67.0
4856,2.0,5,68.0,150,57.0,61.0,41.0,73.0,52.0,59.0,72.0,67.0,69.0,71.0,68.0,70.0,75.0,64.0,80.0,72.0,66.0,74.0,68.0,71.0,68.0,63.0,66.0,72.0,68.0,65.0,59.0,69.0,70.0
4857,4.0,16,70.0,154,58.0,62.0,43.0,60.0,42.0,78.0,73.0,70.0,55.0,74.0,92.0,90.0,91.0,68.0,81.0,65.0,61.0,70.0,52.0,66.0,60.0,28.0,62.0,60.0,57.0,67.0,26.0,30.0,26.0
4858,2.0,1,71.0,190,47.0,69.0,78.0,64.0,65.0,57.0,68.0,53.0,51.0,66.0,50.0,53.0,56.0,70.0,58.0,71.0,88.0,53.0,75.0,71.0,46.0,25.0,78.0,49.0,75.0,68.0,23.0,25.0,27.0
4859,3.0,5,69.0,165,62.0,70.0,61.0,71.0,69.0,71.0,62.0,59.0,71.0,70.0,72.0,77.0,74.0,71.0,69.0,79.0,68.0,75.0,77.0,69.0,72.0,68.0,64.0,65.0,69.0,66.0,62.0,67.0,57.0
4860,3.0,5,66.0,150,59.0,47.0,38.0,72.0,54.0,66.0,62.0,64.0,68.0,70.0,63.0,60.0,71.0,73.0,79.0,56.0,83.0,82.0,58.0,58.0,69.0,70.0,63.0,67.0,53.0,68.0,65.0,66.0,62.0
4861,2.0,8,73.0,172,45.0,22.0,68.0,54.0,30.0,42.0,32.0,40.0,41.0,54.0,54.0,47.0,55.0,68.0,55.0,62.0,77.0,37.0,74.0,30.0,73.0,62.0,32.0,39.0,50.0,64.0,71.0,76.0,74.0
4862,3.0,5,72.0,148,58.0,41.0,65.0,77.0,48.0,71.0,72.0,47.0,71.0,73.0,63.0,65.0,69.0,65.0,71.0,62.0,61.0,67.0,60.0,60.0,59.0,62.0,66.0,71.0,58.0,77.0,64.0,63.0,61.0
4863,3.0,3,67.0,172,57.0,69.0,54.0,61.0,59.0,70.0,67.0,66.0,60.0,69.0,90.0,90.0,83.0,60.0,83.0,71.0,55.0,76.0,66.0,63.0,57.0,37.0,67.0,66.0,66.0,65.0,29.0,27.0,35.0
4864,3.0,1,72.0,170,49.0,76.0,64.0,58.0,69.0,71.0,68.0,53.0,41.0,67.0,61.0,66.0,59.0,67.0,59.0,70.0,63.0,53.0,75.0,58.0,38.0,29.0,75.0,59.0,70.0,61.0,39.0,18.0,15.0
4865,3.0,5,70.0,161,53.0,48.0,55.0,73.0,57.0,64.0,49.0,48.0,66.0,68.0,64.0,65.0,71.0,67.0,68.0,65.0,71.0,79.0,72.0,55.0,80.0,70.0,49.0,60.0,48.0,69.0,64.0,69.0,61.0
4866,2.0,8,74.0,185,35.0,29.0,74.0,65.0,28.0,39.0,23.0,26.0,48.0,63.0,59.0,64.0,58.0,64.0,59.0,46.0,83.0,62.0,78.0,24.0,65.0,67.0,44.0,26.0,37.0,53.0,65.0,73.0,67.0
4867,3.0,1,70.0,172,66.0,69.0,67.0,65.0,47.0,70.0,59.0,35.0,61.0,73.0,76.0,70.0,73.0,61.0,66.0,70.0,78.0,71.0,78.0,64.0,58.0,46.0,68.0,67.0,66.0,62.0,28.0,24.0,22.0
4868,3.0,5,66.0,150,63.0,63.0,31.0,69.0,60.0,75.0,61.0,52.0,65.0,72.0,86.0,90.0,88.0,72.0,93.0,63.0,64.0,67.0,56.0,65.0,63.0,67.0,67.0,70.0,51.0,62.0,51.0,67.0,58.0
4869,2.0,19,74.0,172,29.0,60.0,71.0,69.0,25.0,63.0,40.0,29.0,67.0,67.0,65.0,67.0,55.0,69.0,58.0,65.0,75.0,68.0,77.0,55.0,74.0,71.0,63.0,61.0,31.0,66.0,65.0,67.0,65.0
4870,2.0,19,70.0,168,69.0,42.0,62.0,68.0,40.0,54.0,65.0,41.0,62.0,64.0,77.0,88.0,73.0,62.0,61.0,75.0,88.0,77.0,71.0,52.0,79.0,63.0,49.0,50.0,46.0,61.0,66.0,68.0,72.0
4871,2.0,8,76.0,172,43.0,35.0,70.0,65.0,35.0,38.0,39.0,26.0,67.0,55.0,55.0,66.0,54.0,65.0,51.0,48.0,69.0,62.0,76.0,29.0,59.0,68.0,29.0,53.0,38.0,53.0,66.0,75.0,71.0
4872,2.0,8,73.0,179,50.0,34.0,71.0,64.0,41.0,41.0,56.0,38.0,66.0,61.0,59.0,50.0,58.0,63.0,57.0,72.0,69.0,72.0,73.0,42.0,46.0,77.0,39.0,54.0,36.0,78.0,70.0,74.0,71.0
4873,2.0,8,72.0,176,73.0,55.0,66.0,71.0,55.0,66.0,74.0,72.0,72.0,71.0,61.0,63.0,51.0,62.0,60.0,75.0,64.0,70.0,73.0,71.0,70.0,69.0,66.0,70.0,68.0,70.0,70.0,72.0,70.0
4874,3.0,16,65.0,148,57.0,59.0,32.0,74.0,57.0,71.0,61.0,71.0,69.0,72.0,66.0,71.0,59.0,51.0,89.0,67.0,59.0,71.0,37.0,69.0,38.0,34.0,61.0,79.0,69.0,71.0,54.0,41.0,27.0
4875,2.0,8,72.0,168,68.0,40.0,71.0,65.0,38.0,68.0,54.0,42.0,60.0,70.0,69.0,66.0,62.0,65.0,60.0,75.0,66.0,75.0,75.0,69.0,70.0,66.0,64.0,44.0,48.0,56.0,66.0,71.0,66.0
4876,1.0,4,72.0,170,11.0,12.0,13.0,33.0,19.0,22.0,17.0,13.0,43.0,32.0,45.0,44.0,41.0,65.0,46.0,37.0,77.0,27.0,68.0,13.0,17.0,16.0,14.0,42.0,34.0,30.0,15.0,10.0,17.0
4877,2.0,11,71.0,172,58.0,39.0,65.0,68.0,38.0,58.0,59.0,46.0,61.0,62.0,62.0,63.0,59.0,64.0,55.0,57.0,63.0,81.0,81.0,49.0,80.0,72.0,54.0,56.0,45.0,55.0,73.0,72.0,70.0
4878,2.0,8,71.0,163,46.0,39.0,71.0,74.0,35.0,52.0,28.0,37.0,64.0,63.0,66.0,64.0,61.0,62.0,64.0,65.0,87.0,73.0,72.0,52.0,71.0,72.0,26.0,60.0,40.0,68.0,71.0,67.0,62.0
4879,3.0,5,70.0,165,70.0,62.0,69.0,76.0,69.0,72.0,65.0,61.0,70.0,74.0,70.0,70.0,63.0,60.0,69.0,66.0,59.0,68.0,64.0,65.0,64.0,61.0,63.0,66.0,59.0,68.0,64.0,73.0,71.0
4880,3.0,19,69.0,163,65.0,59.0,57.0,63.0,37.0,70.0,64.0,35.0,56.0,67.0,82.0,83.0,83.0,70.0,79.0,76.0,81.0,77.0,64.0,72.0,80.0,65.0,63.0,54.0,47.0,67.0,63.0,68.0,70.0
4881,2.0,8,74.0,181,46.0,24.0,63.0,54.0,31.0,48.0,48.0,35.0,60.0,52.0,66.0,73.0,57.0,57.0,64.0,56.0,81.0,67.0,79.0,31.0,83.0,62.0,41.0,49.0,39.0,62.0,70.0,72.0,73.0
4882,3.0,1,74.0,172,50.0,67.0,69.0,67.0,68.0,67.0,63.0,42.0,58.0,69.0,69.0,71.0,67.0,70.0,66.0,70.0,74.0,53.0,74.0,65.0,74.0,36.0,67.0,68.0,62.0,51.0,33.0,24.0,14.0
4883,2.0,11,67.0,148,49.0,37.0,53.0,72.0,41.0,60.0,53.0,46.0,68.0,70.0,73.0,77.0,74.0,54.0,83.0,73.0,93.0,89.0,45.0,60.0,70.0,69.0,49.0,65.0,58.0,64.0,70.0,72.0,66.0
4884,3.0,5,71.0,161,70.0,63.0,63.0,73.0,66.0,68.0,67.0,72.0,71.0,71.0,57.0,60.0,65.0,68.0,67.0,74.0,48.0,62.0,60.0,70.0,73.0,47.0,67.0,73.0,72.0,70.0,52.0,62.0,54.0
4885,3.0,12,72.0,165,64.0,65.0,50.0,70.0,52.0,68.0,66.0,66.0,65.0,68.0,75.0,71.0,77.0,63.0,77.0,65.0,70.0,71.0,68.0,62.0,54.0,46.0,71.0,73.0,66.0,66.0,42.0,43.0,31.0
4886,3.0,5,72.0,159,66.0,58.0,46.0,73.0,69.0,72.0,69.0,70.0,68.0,75.0,67.0,66.0,82.0,71.0,68.0,65.0,49.0,83.0,58.0,64.0,42.0,58.0,59.0,71.0,58.0,70.0,53.0,48.0,42.0
4887,2.0,8,73.0,185,57.0,25.0,70.0,60.0,35.0,40.0,24.0,24.0,40.0,58.0,49.0,63.0,58.0,65.0,53.0,43.0,77.0,76.0,91.0,27.0,58.0,70.0,37.0,35.0,34.0,61.0,67.0,70.0,68.0
4888,2.0,8,72.0,172,43.0,22.0,73.0,52.0,24.0,39.0,39.0,37.0,50.0,52.0,53.0,61.0,78.0,66.0,54.0,54.0,90.0,67.0,78.0,32.0,74.0,64.0,24.0,23.0,30.0,60.0,67.0,73.0,71.0
4889,2.0,8,73.0,170,39.0,26.0,71.0,55.0,40.0,30.0,47.0,46.0,53.0,54.0,47.0,67.0,70.0,56.0,57.0,63.0,90.0,84.0,91.0,31.0,73.0,67.0,35.0,47.0,31.0,66.0,65.0,68.0,70.0
4890,2.0,8,73.0,183,54.0,34.0,56.0,65.0,24.0,62.0,53.0,33.0,66.0,68.0,76.0,76.0,64.0,67.0,64.0,48.0,63.0,72.0,79.0,35.0,73.0,69.0,63.0,67.0,56.0,60.0,67.0,72.0,67.0
4891,3.0,12,70.0,165,64.0,56.0,55.0,73.0,63.0,66.0,70.0,63.0,68.0,75.0,62.0,65.0,68.0,70.0,67.0,66.0,56.0,69.0,63.0,59.0,47.0,42.0,65.0,74.0,72.0,62.0,20.0,44.0,38.0
4892,3.0,12,72.0,183,63.0,68.0,59.0,69.0,70.0,71.0,66.0,65.0,63.0,71.0,75.0,77.0,68.0,68.0,69.0,74.0,63.0,72.0,74.0,68.0,63.0,57.0,63.0,69.0,55.0,64.0,39.0,59.0,50.0
4893,3.0,12,71.0,165,70.0,60.0,68.0,73.0,59.0,69.0,68.0,70.0,70.0,74.0,51.0,52.0,66.0,65.0,69.0,68.0,70.0,63.0,70.0,65.0,70.0,66.0,69.0,71.0,57.0,69.0,68.0,66.0,64.0
4894,3.0,1,73.0,179,59.0,73.0,58.0,57.0,72.0,68.0,73.0,65.0,43.0,71.0,71.0,71.0,76.0,68.0,63.0,70.0,66.0,72.0,66.0,66.0,58.0,28.0,75.0,65.0,55.0,71.0,59.0,28.0,28.0
4895,2.0,8,71.0,157,33.0,27.0,62.0,60.0,19.0,45.0,27.0,33.0,40.0,59.0,62.0,60.0,59.0,73.0,62.0,42.0,67.0,73.0,77.0,37.0,75.0,76.0,41.0,56.0,44.0,75.0,67.0,68.0,66.0
4896,3.0,12,67.0,146,61.0,66.0,40.0,65.0,49.0,74.0,65.0,64.0,63.0,75.0,78.0,81.0,81.0,62.0,79.0,73.0,57.0,63.0,48.0,72.0,52.0,39.0,64.0,64.0,61.0,61.0,37.0,39.0,36.0
4897,3.0,19,72.0,154,73.0,36.0,58.0,66.0,37.0,69.0,63.0,62.0,62.0,70.0,71.0,75.0,69.0,67.0,63.0,34.0,60.0,67.0,67.0,38.0,63.0,67.0,49.0,49.0,51.0,59.0,70.0,73.0,70.0
4898,3.0,1,73.0,179,56.0,72.0,65.0,65.0,55.0,70.0,66.0,42.0,44.0,66.0,76.0,83.0,70.0,65.0,66.0,73.0,62.0,72.0,82.0,67.0,47.0,25.0,64.0,64.0,66.0,73.0,12.0,13.0,20.0
4899,3.0,5,69.0,148,68.0,73.0,54.0,72.0,68.0,72.0,68.0,67.0,67.0,74.0,80.0,77.0,83.0,70.0,87.0,69.0,63.0,77.0,51.0,66.0,45.0,44.0,72.0,70.0,71.0,78.0,41.0,52.0,48.0
4900,2.0,8,74.0,181,36.0,42.0,68.0,60.0,39.0,52.0,36.0,32.0,52.0,58.0,60.0,63.0,53.0,70.0,56.0,42.0,80.0,66.0,77.0,21.0,76.0,64.0,30.0,33.0,40.0,65.0,67.0,71.0,65.0
4901,2.0,8,74.0,165,33.0,23.0,68.0,65.0,28.0,62.0,53.0,27.0,70.0,69.0,74.0,77.0,74.0,67.0,61.0,52.0,70.0,73.0,77.0,42.0,57.0,73.0,27.0,70.0,37.0,83.0,69.0,68.0,69.0
4902,3.0,5,70.0,161,64.0,65.0,45.0,69.0,54.0,71.0,57.0,65.0,67.0,69.0,73.0,76.0,77.0,69.0,73.0,62.0,73.0,72.0,68.0,74.0,71.0,76.0,64.0,63.0,63.0,67.0,65.0,75.0,68.0
4903,3.0,3,71.0,159,72.0,48.0,46.0,74.0,64.0,77.0,72.0,64.0,61.0,78.0,89.0,89.0,79.0,56.0,69.0,72.0,45.0,75.0,61.0,65.0,37.0,32.0,56.0,62.0,64.0,62.0,46.0,44.0,42.0
4904,3.0,3,67.0,159,63.0,60.0,38.0,74.0,55.0,80.0,63.0,50.0,58.0,71.0,80.0,77.0,75.0,63.0,78.0,50.0,41.0,61.0,45.0,55.0,38.0,35.0,66.0,65.0,48.0,58.0,55.0,35.0,33.0
4905,1.0,4,74.0,172,11.0,10.0,10.0,24.0,18.0,15.0,12.0,12.0,22.0,15.0,45.0,42.0,30.0,68.0,56.0,25.0,56.0,33.0,64.0,14.0,20.0,29.0,12.0,58.0,12.0,26.0,14.0,12.0,14.0
4906,3.0,16,73.0,154,71.0,57.0,61.0,65.0,40.0,65.0,53.0,26.0,55.0,67.0,89.0,89.0,67.0,67.0,54.0,58.0,75.0,80.0,64.0,54.0,66.0,63.0,64.0,62.0,64.0,56.0,71.0,70.0,67.0
4907,3.0,3,68.0,157,66.0,64.0,58.0,65.0,60.0,77.0,66.0,47.0,58.0,74.0,76.0,79.0,75.0,60.0,81.0,76.0,32.0,64.0,59.0,64.0,38.0,20.0,65.0,69.0,62.0,59.0,32.0,32.0,27.0
4908,2.0,8,74.0,174,59.0,35.0,72.0,60.0,35.0,50.0,56.0,58.0,53.0,56.0,56.0,58.0,36.0,70.0,38.0,62.0,67.0,62.0,81.0,34.0,87.0,57.0,34.0,38.0,42.0,58.0,68.0,70.0,65.0
4909,2.0,19,72.0,159,71.0,30.0,64.0,70.0,23.0,57.0,49.0,33.0,59.0,70.0,61.0,69.0,68.0,66.0,66.0,56.0,75.0,63.0,63.0,21.0,67.0,72.0,42.0,53.0,46.0,62.0,67.0,71.0,72.0
4910,1.0,4,74.0,176,11.0,9.0,13.0,32.0,10.0,18.0,18.0,16.0,21.0,27.0,33.0,34.0,44.0,72.0,44.0,22.0,68.0,29.0,61.0,7.0,21.0,22.0,13.0,39.0,20.0,48.0,21.0,17.0,12.0
4911,3.0,12,69.0,161,67.0,63.0,39.0,75.0,57.0,64.0,74.0,77.0,73.0,72.0,73.0,62.0,61.0,66.0,65.0,62.0,54.0,65.0,61.0,66.0,49.0,49.0,68.0,75.0,65.0,65.0,37.0,58.0,45.0
4912,2.0,8,76.0,192,24.0,21.0,67.0,48.0,26.0,27.0,24.0,21.0,22.0,42.0,66.0,62.0,47.0,62.0,47.0,33.0,68.0,72.0,79.0,31.0,75.0,71.0,26.0,24.0,34.0,59.0,70.0,73.0,69.0
4913,2.0,19,72.0,168,72.0,38.0,55.0,68.0,38.0,62.0,67.0,58.0,64.0,64.0,75.0,79.0,67.0,63.0,72.0,56.0,76.0,74.0,69.0,41.0,65.0,70.0,56.0,48.0,48.0,64.0,66.0,68.0,70.0
4914,1.0,4,75.0,176,15.0,16.0,16.0,30.0,11.0,20.0,20.0,13.0,26.0,24.0,43.0,42.0,50.0,56.0,40.0,18.0,61.0,27.0,57.0,13.0,25.0,16.0,11.0,31.0,28.0,38.0,15.0,18.0,14.0
4915,2.0,1,71.0,176,57.0,72.0,68.0,55.0,66.0,61.0,64.0,59.0,32.0,62.0,73.0,67.0,72.0,70.0,69.0,74.0,79.0,68.0,84.0,67.0,85.0,36.0,74.0,56.0,72.0,67.0,27.0,38.0,36.0
4916,3.0,3,73.0,185,72.0,66.0,53.0,68.0,50.0,71.0,71.0,71.0,65.0,70.0,75.0,74.0,72.0,67.0,69.0,82.0,51.0,66.0,64.0,74.0,66.0,48.0,70.0,68.0,64.0,68.0,48.0,39.0,49.0
4917,3.0,16,69.0,154,62.0,65.0,38.0,67.0,41.0,73.0,58.0,49.0,63.0,70.0,79.0,80.0,73.0,65.0,70.0,60.0,62.0,61.0,65.0,53.0,61.0,28.0,68.0,65.0,64.0,69.0,27.0,27.0,23.0
4918,3.0,16,74.0,163,59.0,71.0,73.0,70.0,65.0,65.0,65.0,34.0,63.0,71.0,74.0,76.0,72.0,71.0,64.0,69.0,66.0,66.0,69.0,68.0,48.0,52.0,75.0,75.0,62.0,72.0,38.0,48.0,46.0
4919,3.0,19,72.0,179,76.0,50.0,63.0,66.0,59.0,69.0,73.0,69.0,64.0,67.0,69.0,69.0,67.0,69.0,69.0,73.0,72.0,73.0,69.0,64.0,87.0,67.0,67.0,58.0,58.0,68.0,71.0,70.0,69.0
4920,2.0,11,70.0,174,70.0,64.0,58.0,73.0,55.0,59.0,67.0,68.0,66.0,72.0,53.0,54.0,64.0,64.0,69.0,72.0,81.0,69.0,72.0,70.0,77.0,65.0,64.0,67.0,82.0,71.0,71.0,69.0,65.0
4921,3.0,19,70.0,154,70.0,58.0,58.0,69.0,40.0,72.0,56.0,37.0,54.0,70.0,72.0,72.0,73.0,70.0,69.0,68.0,71.0,81.0,60.0,64.0,64.0,68.0,68.0,52.0,49.0,69.0,65.0,66.0,64.0
4922,2.0,11,72.0,181,55.0,51.0,69.0,71.0,46.0,64.0,44.0,42.0,72.0,61.0,64.0,63.0,51.0,73.0,61.0,55.0,62.0,72.0,80.0,53.0,55.0,72.0,58.0,71.0,75.0,67.0,72.0,66.0,71.0
4923,2.0,11,74.0,174,51.0,35.0,72.0,68.0,43.0,54.0,50.0,43.0,64.0,63.0,59.0,58.0,39.0,65.0,33.0,59.0,68.0,66.0,82.0,55.0,74.0,73.0,43.0,54.0,59.0,66.0,72.0,72.0,67.0
4924,3.0,19,71.0,159,68.0,56.0,65.0,71.0,35.0,66.0,63.0,66.0,71.0,70.0,73.0,76.0,68.0,64.0,60.0,64.0,61.0,84.0,73.0,59.0,68.0,55.0,64.0,53.0,54.0,65.0,74.0,70.0,68.0
4925,3.0,16,70.0,163,74.0,66.0,64.0,72.0,69.0,67.0,69.0,78.0,70.0,67.0,71.0,69.0,76.0,65.0,75.0,71.0,80.0,72.0,65.0,71.0,71.0,57.0,63.0,73.0,72.0,70.0,42.0,51.0,53.0
4926,2.0,11,70.0,163,54.0,42.0,58.0,73.0,57.0,57.0,47.0,55.0,71.0,74.0,69.0,66.0,66.0,67.0,68.0,70.0,71.0,68.0,65.0,59.0,72.0,67.0,55.0,65.0,53.0,67.0,66.0,68.0,66.0
4927,3.0,16,72.0,168,70.0,66.0,68.0,67.0,57.0,66.0,64.0,63.0,63.0,64.0,77.0,75.0,76.0,71.0,72.0,65.0,91.0,90.0,72.0,62.0,81.0,64.0,69.0,66.0,69.0,68.0,62.0,66.0,64.0
4928,4.0,12,71.0,154,69.0,62.0,48.0,70.0,63.0,69.0,67.0,67.0,69.0,70.0,79.0,69.0,80.0,68.0,74.0,70.0,67.0,72.0,53.0,61.0,52.0,44.0,64.0,75.0,45.0,70.0,26.0,32.0,30.0
4929,2.0,8,73.0,157,42.0,13.0,70.0,49.0,23.0,40.0,31.0,27.0,54.0,46.0,35.0,52.0,59.0,66.0,59.0,27.0,75.0,78.0,84.0,36.0,75.0,67.0,37.0,34.0,32.0,58.0,70.0,70.0,69.0
4930,3.0,11,72.0,170,58.0,57.0,37.0,76.0,49.0,75.0,55.0,67.0,80.0,73.0,73.0,68.0,57.0,72.0,56.0,68.0,47.0,59.0,63.0,63.0,59.0,73.0,47.0,74.0,49.0,61.0,56.0,64.0,71.0
4931,3.0,3,72.0,163,66.0,69.0,58.0,66.0,63.0,75.0,52.0,39.0,58.0,74.0,72.0,72.0,65.0,72.0,63.0,73.0,38.0,76.0,71.0,58.0,68.0,41.0,68.0,64.0,58.0,68.0,31.0,39.0,34.0
4932,3.0,11,70.0,143,69.0,45.0,44.0,76.0,48.0,70.0,65.0,61.0,74.0,75.0,63.0,60.0,81.0,66.0,78.0,41.0,54.0,59.0,49.0,48.0,52.0,66.0,52.0,70.0,62.0,54.0,60.0,68.0,63.0
4933,3.0,16,73.0,170,70.0,55.0,57.0,67.0,56.0,68.0,64.0,52.0,64.0,70.0,75.0,77.0,74.0,66.0,62.0,66.0,56.0,81.0,75.0,60.0,60.0,59.0,64.0,68.0,51.0,69.0,52.0,57.0,53.0
4934,3.0,5,72.0,159,72.0,66.0,58.0,72.0,71.0,70.0,74.0,73.0,73.0,72.0,67.0,69.0,70.0,67.0,70.0,78.0,57.0,66.0,69.0,72.0,58.0,60.0,64.0,70.0,74.0,67.0,49.0,54.0,45.0
4935,1.0,4,72.0,183,18.0,11.0,12.0,35.0,12.0,12.0,22.0,13.0,40.0,20.0,47.0,52.0,51.0,69.0,68.0,21.0,72.0,32.0,67.0,9.0,23.0,22.0,12.0,55.0,20.0,60.0,11.0,10.0,15.0
4936,3.0,19,69.0,168,75.0,52.0,57.0,64.0,58.0,67.0,57.0,67.0,70.0,68.0,75.0,71.0,77.0,67.0,68.0,57.0,52.0,65.0,58.0,48.0,68.0,68.0,70.0,56.0,57.0,57.0,69.0,71.0,68.0
4937,3.0,19,68.0,161,64.0,48.0,57.0,69.0,35.0,64.0,62.0,48.0,64.0,69.0,74.0,71.0,78.0,70.0,78.0,66.0,75.0,75.0,64.0,45.0,72.0,69.0,58.0,57.0,59.0,68.0,70.0,70.0,67.0
4938,3.0,1,72.0,172,63.0,64.0,64.0,66.0,65.0,67.0,65.0,59.0,46.0,68.0,75.0,76.0,73.0,69.0,69.0,76.0,74.0,81.0,74.0,64.0,78.0,50.0,70.0,62.0,58.0,64.0,43.0,41.0,42.0
4939,2.0,8,72.0,165,25.0,24.0,75.0,57.0,25.0,36.0,27.0,30.0,49.0,55.0,73.0,74.0,71.0,67.0,64.0,36.0,80.0,79.0,75.0,36.0,70.0,72.0,22.0,49.0,32.0,67.0,68.0,68.0,68.0
4940,2.0,8,75.0,159,24.0,25.0,70.0,59.0,26.0,46.0,28.0,22.0,46.0,62.0,63.0,66.0,38.0,68.0,68.0,40.0,76.0,65.0,74.0,25.0,65.0,68.0,29.0,58.0,36.0,70.0,71.0,71.0,68.0
4941,2.0,8,74.0,168,52.0,36.0,76.0,66.0,41.0,39.0,31.0,42.0,65.0,61.0,64.0,62.0,66.0,62.0,60.0,50.0,85.0,71.0,79.0,47.0,64.0,68.0,40.0,55.0,61.0,60.0,69.0,66.0,63.0
4942,3.0,1,72.0,176,60.0,75.0,66.0,64.0,61.0,69.0,49.0,60.0,62.0,66.0,70.0,66.0,75.0,67.0,55.0,72.0,54.0,73.0,75.0,64.0,47.0,26.0,67.0,69.0,71.0,57.0,21.0,19.0,16.0
4943,2.0,11,73.0,163,46.0,50.0,55.0,69.0,42.0,56.0,41.0,49.0,62.0,68.0,68.0,71.0,58.0,70.0,61.0,59.0,66.0,72.0,71.0,61.0,77.0,66.0,48.0,56.0,55.0,67.0,69.0,75.0,74.0
4944,3.0,1,73.0,174,44.0,71.0,68.0,63.0,64.0,70.0,67.0,56.0,50.0,75.0,64.0,62.0,67.0,67.0,59.0,74.0,74.0,65.0,72.0,70.0,36.0,19.0,67.0,62.0,73.0,67.0,18.0,24.0,21.0
4945,3.0,16,66.0,132,69.0,67.0,35.0,67.0,71.0,73.0,58.0,62.0,66.0,64.0,79.0,77.0,80.0,59.0,91.0,70.0,59.0,84.0,46.0,58.0,38.0,27.0,64.0,68.0,71.0,60.0,38.0,32.0,40.0
4946,2.0,8,75.0,198,39.0,20.0,73.0,58.0,30.0,28.0,27.0,29.0,52.0,43.0,63.0,59.0,46.0,55.0,47.0,37.0,75.0,64.0,82.0,22.0,70.0,69.0,27.0,30.0,35.0,63.0,69.0,72.0,69.0
4947,3.0,3,70.0,154,69.0,52.0,48.0,68.0,59.0,73.0,51.0,54.0,58.0,70.0,77.0,90.0,91.0,63.0,77.0,62.0,49.0,63.0,59.0,56.0,48.0,40.0,65.0,71.0,52.0,59.0,37.0,36.0,40.0
4948,3.0,16,70.0,181,71.0,67.0,57.0,68.0,70.0,67.0,72.0,68.0,63.0,68.0,64.0,57.0,67.0,74.0,79.0,78.0,65.0,88.0,76.0,69.0,80.0,49.0,72.0,72.0,67.0,71.0,52.0,54.0,38.0
4949,3.0,16,69.0,161,69.0,67.0,43.0,71.0,55.0,75.0,66.0,64.0,66.0,73.0,68.0,70.0,74.0,58.0,70.0,69.0,59.0,70.0,68.0,68.0,45.0,33.0,66.0,69.0,57.0,57.0,35.0,39.0,34.0
4950,2.0,8,72.0,172,22.0,37.0,72.0,64.0,30.0,57.0,31.0,22.0,63.0,55.0,52.0,46.0,61.0,58.0,66.0,52.0,81.0,67.0,81.0,41.0,68.0,68.0,27.0,57.0,32.0,54.0,71.0,69.0,69.0
4951,3.0,1,73.0,176,44.0,71.0,66.0,65.0,67.0,64.0,42.0,35.0,49.0,66.0,69.0,75.0,69.0,67.0,62.0,74.0,72.0,74.0,76.0,64.0,52.0,13.0,68.0,58.0,65.0,73.0,42.0,16.0,14.0
4952,3.0,11,73.0,185,58.0,60.0,72.0,72.0,60.0,66.0,66.0,75.0,68.0,66.0,55.0,64.0,60.0,64.0,60.0,84.0,65.0,85.0,83.0,75.0,73.0,68.0,64.0,68.0,63.0,68.0,60.0,64.0,58.0
4953,2.0,8,74.0,187,26.0,36.0,72.0,57.0,24.0,45.0,29.0,25.0,50.0,57.0,57.0,59.0,54.0,60.0,51.0,41.0,74.0,69.0,81.0,25.0,66.0,66.0,62.0,40.0,34.0,48.0,69.0,71.0,68.0
4954,3.0,5,72.0,170,59.0,65.0,47.0,72.0,32.0,68.0,58.0,33.0,70.0,71.0,56.0,56.0,59.0,62.0,65.0,64.0,60.0,73.0,58.0,62.0,70.0,66.0,74.0,72.0,46.0,58.0,43.0,47.0,41.0
4955,2.0,11,76.0,187,46.0,40.0,66.0,72.0,38.0,59.0,56.0,48.0,68.0,66.0,44.0,55.0,52.0,69.0,37.0,76.0,67.0,53.0,88.0,57.0,81.0,73.0,45.0,50.0,48.0,78.0,71.0,68.0,66.0
4956,3.0,5,69.0,141,62.0,70.0,63.0,70.0,54.0,72.0,57.0,58.0,66.0,72.0,79.0,81.0,73.0,74.0,73.0,67.0,73.0,82.0,60.0,63.0,59.0,58.0,75.0,69.0,49.0,73.0,60.0,47.0,33.0
